player_id,player_code,web_name,first_name,second_name,team_id,team_code,team_name,team_short_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,points_per_game,expected_points_this_gameweek,expected_points_next_gameweek,value_form,value_season,total_points,event_points,dreamteam_count,in_dreamteam,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,penalties_text,direct_free_kicks_order,direct_free_kicks_text,corners_and_indirect_free_kicks_order,corners_and_indirect_free_kicks_text
66,575901,Soler,Julio,Soler Barreto,3,91,Bournemouth,BOU,Defender,4.0,0.0,0.0,a,,2026-08-15T16:30:07.021055Z,100,100,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,140,34,6602,4816,,,,,,
67,499604,Rayan,Rayan Vitor,Simplício Rocha,3,91,Bournemouth,BOU,Midfielder,6.5,0.0,0.0,a,,,,,2.2,1.3,2.0,1.3,1.3,0.2,0.6,4,0,0,False,178,2,0,0,0,2,0,0,13,0.44,0.05,0.49,3.90,6,2,3,1,14.8,14.8,61.0,9.1,170,673,35558,82876,,,,,,
68,201658,Tavernier,Marcus,Tavernier,3,91,Bournemouth,BOU,Midfielder,6.0,0.0,0.0,a,,,,,2.3,3.7,5.5,3.7,3.7,0.6,1.8,11,0,0,False,180,2,1,0,0,3,0,3,52,0.49,0.29,0.78,4.09,19,3,10,6,55.0,55.5,29.0,13.9,320,519,115790,62798,3,,,,,
69,503139,Scott,Alex,Scott,3,91,Bournemouth,BOU,Midfielder,6.0,0.0,0.0,a,,,,,2.0,4.7,7.0,4.7,4.7,0.8,2.3,14,0,1,False,176,2,1,0,1,2,0,3,56,0.26,0.28,0.54,3.96,26,4,15,7,59.0,36.9,21.0,11.7,705,232,66110,30889,,,,,,
70,222683,Kluivert,Justin,Kluivert,3,91,Bournemouth,BOU,Midfielder,6.0,0.0,0.0,a,,,,,1.1,2.0,3.0,2.0,2.0,0.3,1.0,6,0,0,False,154,2,0,0,2,0,0,0,27,0.72,0.05,0.77,3.61,14,1,10,3,22.2,41.2,74.0,13.7,157,323,27308,33435,2,,,,,
71,155408,Cook,Lewis,Cook,3,91,Bournemouth,BOU,Midfielder,5.0,0.0,0.0,a,,,,,0.2,2.0,3.0,2.0,2.0,0.4,1.2,6,0,0,False,143,2,0,0,2,0,0,0,21,0.00,0.01,0.01,3.61,9,3,5,1,8.4,14.9,0.0,2.4,92,50,9951,5600,,,,,,
72,496208,Gannon-Doak,Ben,Gannon-Doak,3,91,Bournemouth,BOU,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,1,0,0,0,0,1,0,0,3,0.00,0.00,0.00,0.19,1,0,1,0,0.2,0.1,2.0,0.2,15,18,764,2400,,,,,,
73,200785,Adams,Tyler,Adams,3,91,Bournemouth,BOU,Midfielder,5.0,0.0,0.0,a,,2026-08-15T16:30:07.029928Z,100,100,0.2,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,36,0,0,0,0,3,0,0,8,0.00,0.00,0.00,0.47,6,3,3,0,5.2,1.9,0.0,0.7,119,67,8739,7613,,,,,,
74,111317,Brooks,David,Brooks,3,91,Bournemouth,BOU,Midfielder,5.0,0.0,0.0,a,,2026-08-15T16:30:07.037929Z,100,100,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,9,0,0,0,0,1,0,0,3,0.00,0.01,0.01,0.16,0,0,0,0,0.0,1.6,0.0,0.1,20,15,1918,1714,,,,,,
75,158499,Christie,Ryan,Christie,3,91,Bournemouth,BOU,Midfielder,5.0,0.0,0.0,a,,2026-07-24T17:30:10.035483Z,100,100,0.0,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,3,0,0,0,0,1,0,0,5,0.00,0.00,0.00,0.13,2,0,1,1,2.8,0.3,0.0,0.3,21,16,1619,728,,,,,,
76,614574,Tóth.A,Alex,Tóth,3,91,Bournemouth,BOU,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,15,0,0,0,0,2,0,0,5,0.00,0.00,0.00,0.31,2,0,1,1,2.8,0.6,0.0,0.3,4,9,227,386,,,,,,
77,489888,Adli,Amine,Adli,3,91,Bournemouth,BOU,Midfielder,4.9,0.0,-0.1,i,Unspecified injury - Unknown return date,2026-08-15T16:00:07.590566Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3,11,193,1614,,,,,,
78,560262,Kroupi.Jr,Junior,Kroupi,3,91,Bournemouth,BOU,Midfielder,7.4,0.0,-0.1,i,Foot injury - Unknown return date,2026-07-29T17:30:09.796802Z,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,4,115,712,21483,1,,,,,
79,444102,Evanilson,Francisco Evanilson,de Lima Barbosa,3,91,Bournemouth,BOU,Forward,6.0,0.0,0.0,a,,,,,3.3,3.0,4.5,3.0,3.0,0.5,1.5,9,0,0,False,154,2,0,2,2,0,0,0,28,0.58,0.25,0.83,3.61,11,5,5,1,34.4,34.1,24.0,9.2,758,720,142954,63198,,,,,,
80,168636,Enes Ünal,Enes,Ünal,3,91,Bournemouth,BOU,Forward,5.5,0.0,0.0,u,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,1597,,,,,,
81,561245,Rodríguez,Álvaro,Rodríguez,3,91,Bournemouth,BOU,Forward,6.0,0.0,0.0,a,,2026-08-15T16:30:07.054142Z,100,100,0.1,0.3,1.0,0.3,0.3,0.0,0.2,1,0,0,False,9,0,0,0,0,1,0,0,4,0.00,0.00,0.00,0.16,1,0,1,0,0.0,0.0,0.0,0.0,45,34,2566,3135,,,,,,
566,483067,Silva,António João,Pereira de Albuquerque Tavares da Silva,3,91,Bournemouth,BOU,Defender,5.0,0.0,0.0,a,,,,,0.4,2.0,3.0,2.0,2.0,0.4,1.2,6,0,0,False,180,2,0,0,0,3,0,0,16,0.25,0.03,0.28,4.09,23,21,5,2,50.0,2.1,13.0,6.5,69,37,17156,8901,,,,,,
573,494928,Sanchez,Juanlu,Sánchez,3,91,Bournemouth,BOU,Defender,4.5,0.0,0.0,a,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,10,31,831,3785,,,,,,
608,523700,Jebbison,Daniel,Jebbison,3,91,Bournemouth,BOU,Forward,5.0,0.0,0.0,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,15,0,0,0,0,2,0,0,6,0.10,0.00,0.10,0.31,1,0,1,0,3.4,0.8,17.0,2.1,104,41,7091,2460,,,,,,
615,230650,Di Gregorio,Michele,Di Gregorio,3,91,Bournemouth,BOU,Goalkeeper,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,22,7,1667,489,,,,,,
82,200720,Kelleher,Caoimhín,Kelleher,4,94,Brentford,BRE,Goalkeeper,5.0,0.0,0.0,a,,,,,7.0,3.0,4.5,3.0,3.0,0.6,1.8,9,0,0,False,180,2,0,0,1,1,5,0,41,0.00,0.01,0.01,2.03,0,2,9,0,40.8,0.0,0.0,4.0,1092,722,189229,79591,,,,,,
83,507433,Valdimarsson,Hákon Rafn,Valdimarsson,4,94,Brentford,BRE,Goalkeeper,4.5,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,11,22,1628,2319,,,,,,
84,432830,Collins,Nathan,Collins,4,94,Brentford,BRE,Defender,5.5,0.0,0.0,a,,,,,2.2,3.0,4.5,3.0,3.0,0.5,1.6,9,0,0,False,180,2,0,0,1,1,0,0,35,0.51,0.05,0.56,2.03,16,14,11,2,39.6,22.4,51.0,11.3,221,279,57485,30236,,,,,,
85,444765,Van den Berg,Sepp,van den Berg,4,94,Brentford,BRE,Defender,4.9,0.0,-0.1,i,Groin injury - Unknown return date,2026-08-15T15:30:06.416627Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1,30,267,6616,,,,,,
86,249231,Lewis-Potter,Keane,Lewis-Potter,4,94,Brentford,BRE,Midfielder,5.5,0.0,0.0,a,,,,,2.2,5.3,8.0,5.3,5.3,1.0,2.9,16,0,0,False,177,2,1,1,1,1,0,3,66,0.79,0.25,1.04,2.03,21,7,11,3,85.6,47.5,21.0,15.4,1032,366,154783,33409,,,,,,
87,191866,Ajer,Kristoffer,Ajer,4,94,Brentford,BRE,Defender,4.5,0.0,0.0,a,,,,,5.2,3.7,5.5,3.7,3.7,0.8,2.4,11,0,0,False,180,2,0,0,1,1,0,0,36,0.11,0.03,0.14,2.03,27,25,5,2,57.8,21.9,37.0,11.7,2134,1533,246565,77365,,,,,,
88,607464,Kayode,Michael,Kayode,4,94,Brentford,BRE,Defender,4.6,0.0,0.1,a,,,,,9.6,5.0,7.5,5.0,5.0,1.1,3.3,15,0,1,False,162,2,1,0,1,1,0,1,45,0.52,0.21,0.73,1.93,8,7,9,1,48.2,17.5,54.0,11.9,1949,1127,514265,101897,,,,,,
89,194010,Henry,Rico,Henry,4,94,Brentford,BRE,Defender,4.5,0.0,0.0,a,,,,,0.2,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,2,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,12,29,1117,4377,,,,,,
90,472713,Hickey,Aaron,Hickey,4,94,Brentford,BRE,Defender,4.5,0.0,0.0,a,,,,,0.1,0.7,1.0,0.7,0.7,0.2,0.4,2,0,0,False,16,0,0,0,0,0,0,0,8,0.00,0.02,0.02,0.10,1,0,2,1,4.0,4.4,0.0,0.8,9,5,1285,1437,,,,,,
92,570241,Ji-soo,Kim,Ji-soo,4,94,Brentford,BRE,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,4,3,267,485,,,,,,
93,513086,Schuster,Jannik,Schuster,4,94,Brentford,BRE,Defender,4.5,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3,9,311,2687,,,,,,
94,513418,Schade,Kevin,Schade,4,94,Brentford,BRE,Midfielder,6.0,0.0,0.0,a,,,,,4.3,4.3,6.5,4.3,4.3,0.7,2.2,13,0,0,False,177,2,1,0,1,1,0,3,51,0.77,0.03,0.80,2.03,18,4,9,5,60.0,22.9,93.0,17.6,1262,1577,166548,74872,2,,,,,
95,533463,O.Dango,Dango,Ouattara,4,94,Brentford,BRE,Midfielder,6.5,0.0,0.0,a,,,,,0.8,1.3,2.0,1.3,1.3,0.2,0.6,4,0,0,False,95,1,0,0,1,1,0,0,22,0.07,0.37,0.44,1.83,13,5,7,1,16.4,46.3,17.0,8.0,38,526,11993,41059,,,,,,
96,440089,Damsgaard,Mikkel,Damsgaard,4,94,Brentford,BRE,Midfielder,5.5,0.0,0.0,a,,,,,0.5,1.3,2.0,1.3,1.3,0.2,0.7,4,0,0,False,82,1,0,0,1,0,0,0,26,0.03,0.24,0.27,0.23,13,2,8,3,24.2,58.7,25.0,10.8,29,79,6280,15290,,,,,,
97,207283,Jensen,Mathias,Jensen,4,94,Brentford,BRE,Midfielder,5.5,0.0,0.0,i,Unspecified injury - Expected back 18 Sep,2026-08-30T12:30:08.176795Z,0,0,0.2,2.0,6.0,0.0,0.0,0.4,1.1,6,0,0,False,66,1,0,1,1,0,0,0,22,0.08,0.34,0.42,0.47,5,0,3,2,12.6,46.2,13.0,7.2,0,146,4427,8392,3,,,,,
98,204580,Janelt,Vitaly,Janelt,4,94,Brentford,BRE,Midfielder,5.0,0.0,0.0,a,,,,,0.7,3.3,5.0,3.3,3.3,0.7,2.0,10,0,0,False,180,2,1,0,1,1,0,0,46,0.39,0.31,0.70,2.03,23,11,5,7,69.6,74.2,28.0,17.2,367,211,63731,18086,,,,,,
99,543295,Milambo,Antoni,Milambo,4,94,Brentford,BRE,Midfielder,5.0,0.0,0.0,i,Knee injury - Unknown return date,2026-07-23T12:01:23.384798Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1,3,63,90,,,,,,
100,244858,Carvalho,Fábio,Freitas Gouveia Carvalho,4,94,Brentford,BRE,Midfielder,5.0,0.0,0.0,a,,2026-08-18T13:58:17.442072Z,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,24,7,722,611,,,,,,
102,508395,Yarmoliuk,Yehor,Yarmoliuk,4,94,Brentford,BRE,Midfielder,4.9,0.0,-0.1,a,,,,,0.9,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,44,0,0,0,0,1,0,0,11,0.04,0.01,0.05,1.42,6,1,3,2,5.2,13.3,7.0,2.6,43,192,1864,32677,,,,,,
103,183656,Dasilva,Josh,Dasilva,4,94,Brentford,BRE,Midfielder,5.0,0.0,0.0,i,Hamstring injury - Expected back 10 Oct,2026-09-04T13:30:08.371955Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1,37,345,939,,,,,,
105,444180,Anthony,Jaidon,Anthony,4,94,Brentford,BRE,Midfielder,6.0,0.0,0.0,a,,,,,0.2,1.0,1.5,1.0,1.0,0.2,0.5,3,0,0,False,83,1,0,0,1,0,0,0,13,0.14,0.41,0.55,0.19,9,0,7,2,13.8,60.8,16.0,9.1,10,47,3612,5789,,,,,,
106,502500,Thiago,Igor Thiago,Nascimento Rodrigues,4,94,Brentford,BRE,Forward,8.0,0.0,0.0,a,,,,,13.6,0.7,1.0,0.7,0.7,0.1,0.2,2,0,0,False,172,2,0,0,1,1,0,0,-1,1.80,0.09,1.89,1.96,9,1,7,1,4.6,10.2,63.0,7.8,641,7006,164471,460961,1,,,,,
107,593174,Furo,Kaye,Furo,4,94,Brentford,BRE,Forward,4.5,0.0,0.0,a,,,,,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,683,265,36154,22493,,,,,,
108,75115,Wilson,Callum,Wilson,4,94,Brentford,BRE,Forward,5.5,0.0,0.0,a,,,,,0.4,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,9,0,0,0,0,0,0,0,7,0.07,0.04,0.11,0.07,1,0,1,0,2.2,10.4,12.0,2.5,90,108,10001,12200,,,,,,
565,513545,M.Sangaré,Mamadou,Sangaré,4,94,Brentford,BRE,Midfielder,5.7,0.0,0.2,a,,,,,15.3,6.0,9.0,6.0,6.0,1.1,3.2,18,0,1,False,165,2,0,2,1,1,0,3,57,0.26,0.36,0.62,1.93,27,9,12,6,56.0,47.1,32.0,13.5,8847,2092,1092077,155504,,,,,,
620,613804,Diouf,El Hadji Malick,Diouf,4,94,Brentford,BRE,Defender,4.5,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,89,47,10231,3066,,,,,,
109,489639,Verbruggen,Bart,Verbruggen,5,36,Brighton,BHA,Goalkeeper,4.5,0.0,0.0,a,,,,,22.1,2.0,3.0,2.0,2.0,0.4,1.3,6,0,0,False,180,2,0,0,1,4,1,0,24,0.00,0.00,0.00,3.22,0,0,18,0,16.8,0.0,0.0,1.7,4507,3531,360211,205909,,,,,,
111,49262,Steele,Jason,Steele,5,36,Brighton,BHA,Goalkeeper,4.0,0.0,0.0,a,,,,,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1651,378,74458,48681,,,,,,
113,231416,F.Kadıoğlu,Ferdi,Kadıoğlu,5,36,Brighton,BHA,Defender,4.4,0.0,-0.1,a,,2026-08-23T13:00:07.595211Z,100,100,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,90,1,0,0,0,4,0,0,-4,0.02,0.01,0.03,2.93,0,0,2,0,2.8,16.7,8.0,2.8,172,404,15476,84441,,,,,,
114,204120,Boscagli,Olivier,Boscagli,5,36,Brighton,BHA,Defender,4.5,0.0,0.0,a,,,,,0.3,1.7,2.5,1.7,1.7,0.4,1.1,5,0,0,False,180,2,0,0,1,4,0,0,27,0.05,0.15,0.20,3.22,9,8,6,1,32.0,33.9,17.0,8.3,67,29,10463,5583,,,,,,
115,465730,De Cuyper,Maxim,De Cuyper,5,36,Brighton,BHA,Defender,4.7,0.0,0.2,a,,,,,17.2,5.7,8.5,5.7,5.7,1.2,3.6,17,0,1,False,167,2,1,1,1,4,0,2,44,1.50,0.26,1.76,3.22,6,3,6,3,49.4,69.0,48.0,16.7,10396,1374,1377235,132342,,,,,,
116,83299,Dunk,Lewis,Dunk,5,36,Brighton,BHA,Defender,4.5,0.0,0.0,a,,,,,1.3,1.7,2.5,1.7,1.7,0.4,1.1,5,0,0,False,180,2,0,0,1,4,0,0,20,0.00,0.05,0.05,3.22,5,3,6,2,28.2,8.4,0.0,3.7,217,132,33886,19200,,,,,,
117,550090,Coppola,Diego,Coppola,5,36,Brighton,BHA,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,5,10,457,530,,,,,,
118,223434,Igor,Igor Julio,dos Santos de Paulo,5,36,Brighton,BHA,Defender,4.5,0.0,0.0,u,Has joined Burnley permanently,2026-09-02T15:38:15.529699Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,100,915,2870,,,,,,
119,451490,Costinha,João Pedro,Loureiro da Costa,5,36,Brighton,BHA,Defender,4.5,0.0,0.0,a,,,,,0.0,0.3,0.5,0.3,0.3,0.1,0.2,1,0,0,False,36,0,0,0,0,0,0,0,6,0.12,0.00,0.12,0.14,4,3,0,1,8.2,2.2,18.0,2.8,12,5,697,703,,,,,,
120,454490,Svoboda,Michael,Svoboda,5,36,Brighton,BHA,Defender,5.0,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,15,8,1646,1679,,,,,,
121,451340,Mitoma,Mitoma,Kaoru,5,36,Brighton,BHA,Midfielder,6.0,0.0,0.0,i,Hamstring injury - Unknown return date,2026-07-24T18:30:10.661894Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2,19,291,2207,,,,,,
122,592031,Minteh,Yankuba,Minteh,5,36,Brighton,BHA,Midfielder,5.9,0.0,-0.1,i,Leg injury - Expected back 28 Nov,2026-08-14T18:00:06.418033Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,3,24,230,5471,,,,,,
123,532529,Hinshelwood,Jack,Hinshelwood,5,36,Brighton,BHA,Midfielder,6.0,0.0,0.0,d,Unspecified injury - 50% chance of playing,2026-08-27T19:30:07.780933Z,50,50,1.3,5.3,16.0,2.6,2.6,0.9,2.7,16,0,1,False,63,1,2,0,1,0,0,3,54,1.41,0.02,1.43,0.19,3,0,1,2,72.8,13.4,59.0,14.5,61,1129,146512,137909,,,,,,
124,60307,Groß,Pascal,Groß,5,36,Brighton,BHA,Midfielder,5.5,0.0,0.0,a,,,,,15.9,5.0,7.5,5.0,5.0,0.9,2.7,15,0,1,False,180,2,1,1,1,4,0,3,64,0.05,0.38,0.43,3.22,11,2,5,4,68.8,90.1,31.0,19.0,8806,1558,481300,214635,1,,,,,
125,463067,Georginio,Georginio,Rutter,5,36,Brighton,BHA,Forward,5.5,0.0,0.0,d,Unspecified injury - 75% chance of playing,2026-08-26T16:00:07.608056Z,75,75,0.7,1.7,5.0,1.3,1.3,0.3,0.9,5,0,0,False,90,1,0,1,1,0,0,0,22,0.08,0.44,0.52,0.29,7,1,4,2,19.8,11.4,15.0,4.6,36,390,28469,41873,,,,,,
126,219249,O'Riley,Matt,O'Riley,5,36,Brighton,BHA,Midfielder,5.5,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,27,24,1723,3325,3,,,,,
127,514254,Gomez,Diego,Gómez Amarilla,5,36,Brighton,BHA,Midfielder,5.0,0.0,0.0,a,,,,,4.9,3.7,5.5,3.7,3.7,0.7,2.2,11,0,0,False,175,2,0,2,1,4,0,0,42,0.56,0.65,1.21,3.22,11,3,3,5,37.6,45.4,83.0,16.6,2632,1778,204085,78762,,,,,,
128,536916,Buonanotte,Facundo,Buonanotte,5,36,Brighton,BHA,Midfielder,5.0,0.0,0.0,u,Has joined Elche on loan for the rest of the season,2026-08-10T14:03:07.561436Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,269,,,,,,
129,509416,Ayari,Yasin,Ayari,5,36,Brighton,BHA,Midfielder,5.4,0.0,-0.1,d,Ankle injury - 75% chance of playing,2026-08-30T18:00:07.935334Z,75,75,0.4,0.7,2.0,0.5,0.5,0.1,0.4,2,0,0,False,63,1,0,0,1,0,0,0,8,0.11,0.03,0.14,0.19,4,1,3,0,0.0,15.0,6.0,1.7,7,247,4784,29193,,,,,,
130,467779,Wieffer,Mats,Wieffer,5,36,Brighton,BHA,Defender,5.0,0.0,0.0,i,Knee injury - Unknown return date,2026-09-04T09:30:08.612904Z,0,0,0.4,2.3,3.5,0.0,0.0,0.5,1.4,7,0,0,False,156,2,0,0,1,4,0,1,38,0.12,0.13,0.25,3.18,15,11,9,4,37.0,35.5,10.0,8.3,4,857,25794,16749,,,,,,
132,597320,Howell,Harry,Howell,5,36,Brighton,BHA,Midfielder,4.5,0.0,0.0,u,Has joined Leicester City on loan for the rest of the season,2026-08-17T13:53:19.019938Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,24,0,2532,,,,,,
133,549074,Watson,Tom,Watson,5,36,Brighton,BHA,Midfielder,5.0,0.0,0.0,u,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,103,,,,,,
134,556637,Oriola,Nehemiah,Oriola,5,36,Brighton,BHA,Midfielder,4.5,0.0,0.0,a,,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,60,41,5380,6580,,,,,,
135,700308,Yohanna,Zadok,Yohanna,5,36,Brighton,BHA,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,12,0,0,0,0,0,0,0,3,0.00,0.03,0.03,0.00,0,0,0,0,0.2,1.3,0.0,0.2,12,18,902,2476,,,,,,
137,608181,Tzimas,Stefanos,Tzimas,5,36,Brighton,BHA,Forward,5.5,0.0,0.0,i,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2,3,166,465,,,,,,
138,647850,Kostoulas,Charalampos,Kostoulas,5,36,Brighton,BHA,Forward,5.5,0.0,0.0,a,,,,,0.5,2.0,3.0,2.0,2.0,0.4,1.1,6,0,0,False,105,1,0,1,0,4,0,0,16,0.35,0.02,0.37,2.99,8,0,7,1,5.0,15.5,27.0,4.6,215,70,31332,8339,,,,,,
139,487117,Ferguson,Evan,Ferguson,5,36,Brighton,BHA,Forward,5.0,0.0,0.0,i,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,9,11,872,1352,,,,,,
328,222694,Struijk,Pascal,Struijk,5,36,Brighton,BHA,Defender,5.0,0.0,0.0,a,,2026-08-15T20:30:07.523574Z,100,100,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,26,36,2990,6266,,,,,,
504,610799,Vuskovic,Luka,Vušković,5,36,Brighton,BHA,Defender,5.0,0.0,0.0,a,,,,,2.4,2.0,3.0,2.0,2.0,0.4,1.2,6,0,0,False,180,2,0,0,1,4,0,0,17,0.16,0.05,0.21,3.22,12,11,5,1,35.2,12.8,17.0,6.5,320,624,44349,45549,,,,,,
